sex,birth_year,marital_status,religion,job_code,income,region_code
male,1959,1,1,620.0,83.33,3
female,1956,1,1,611.0,,3
male,1960,1,1,248.0,304.3,3
female,1961,1,1,,,3
female,1994,5,1,,,3
male,1937,2,2,611.0,,3
male,1938,1,2,611.0,,3
female,1947,1,2,530.0,,3
male,1966,3,2,910.0,216.0,3
female,1963,3,2,,,3
female,1998,0,2,,,3
female,2000,0,2,,,3
male,2005,0,2,,,3
female,1936,2,1,248.0,,3
male,1946,6,1,,,3
female,1954,2,1,442.0,,3
male,1933,1,1,,,3
female,1936,1,1,,,3
male,1955,1,1,,,3
female,1959,1,1,421.0,160.4,3
male,1952,1,1,611.0,,3
female,1952,1,1,611.0,,3
male,1981,1,2,312.0,666.7,1
female,1983,1,2,,,1
male,1953,1,1,873.0,54.0,3
female,1969,1,1,441.0,170.0,3
female,1991,5,1,312.0,168.3,3
female,1994,5,1,399.0,157.0,2
female,1955,2,1,611.0,,3
male,1978,1,1,611.0,,3
female,1977,1,1,312.0,166.7,3
female,2003,0,1,,,3
male,2006,0,1,,,3
male,2007,0,1,,,3
male,1951,1,1,611.0,,3
female,1954,1,1,611.0,,3
male,1984,5,1,254.0,150.0,7
male,1939,1,1,611.0,,3
female,1942,1,1,611.0,,3
male,1935,1,1,611.0,,3
female,1947,1,1,611.0,,3
male,1942,1,1,611.0,,3
female,1943,1,1,611.0,,3
male,1940,1,2,611.0,,3
female,1945,1,2,,,3
female,1966,1,2,442.0,130.0,3
male,1964,1,2,999.0,54.1,3
male,1941,1,1,611.0,,3
female,1946,1,1,611.0,,3
female,1951,2,2,611.0,,3
male,1939,1,2,,,3
female,1946,1,2,,,3
male,1935,1,2,611.0,,3
female,1937,1,2,611.0,,3
female,1937,2,2,611.0,,3
male,1965,1,2,611.0,,3
female,1967,1,2,611.0,,3
male,2002,0,2,,,3
female,1936,2,1,,,3
female,1939,2,1,611.0,,3
female,1931,2,1,,,3
male,1953,1,1,611.0,,3
female,1958,1,1,611.0,,3
female,1927,2,1,,,3
female,1954,2,1,611.0,,3
male,1954,1,1,772.0,240.0,3
female,1955,1,1,,,3
female,1937,2,1,,,3
female,1982,1,1,,,3
male,1988,5,2,773.0,560.58,3
male,1979,1,1,611.0,,3
male,2009,0,1,,,3
male,2011,0,1,,,3
male,1943,1,1,,,3
female,1949,1,1,611.0,,3
female,2013,0,1,,,3
male,1936,1,2,,,3
female,1941,1,1,991.0,,3
male,1973,5,2,,,3
female,1940,2,1,611.0,,3
male,1935,1,1,,,3
female,1934,1,1,,,3
female,1936,2,1,611.0,,3
female,1935,2,2,,,3
male,1943,1,1,611.0,,3
female,1946,1,1,611.0,,3
male,1937,1,1,611.0,,3
female,1943,1,1,611.0,,3
female,1937,2,2,,,3
female,1994,5,2,,,3
female,1941,2,2,,,3
male,1953,1,2,,,3
female,1953,1,1,922.0,140.0,3
female,1940,2,1,,,3
female,1932,2,1,,,3
female,1929,2,2,,,3
female,1936,2,1,611.0,,3
female,1939,2,1,,,3
female,1937,2,1,611.0,,3
female,1932,2,2,,,3
male,1955,1,2,611.0,,3
female,1959,1,2,611.0,,3
female,1984,5,2,311.0,260.0,3
male,1961,1,2,320.0,464.2,3
female,1927,2,2,,,3
female,1988,1,2,421.0,135.5,3
male,2007,0,2,,,3
male,1967,1,2,611.0,,3
female,1977,1,2,611.0,,3
male,2000,0,2,,,3
female,2002,0,2,,,3
male,2006,0,2,,,3
male,1954,1,1,613.0,,3
female,1957,1,1,613.0,,3
male,1937,1,1,611.0,,3
female,1942,1,1,611.0,,3
male,1935,1,2,611.0,,3
female,1938,1,2,611.0,,3
male,1934,1,1,611.0,,3
female,1943,1,1,611.0,,3
female,1970,1,1,611.0,,3
female,1997,0,1,,,3
male,1962,3,1,611.0,,3
male,1965,1,1,611.0,,3
female,1997,0,1,,,3
male,1998,0,1,,,3
male,1933,1,2,,,3
female,1941,1,2,,,3
female,1945,2,1,611.0,,3
female,1939,2,1,,,3
female,1928,2,2,,,3
male,1936,1,2,611.0,,3
female,1954,1,2,930.0,140.0,3
male,1941,1,1,611.0,,3
female,1940,1,1,,,3
male,1925,1,1,,,3
female,1930,1,1,,,3
male,1936,1,1,611.0,,3
female,1941,1,1,,,3
male,1960,5,2,,,3
female,1923,2,1,,,3
male,1956,1,1,120.0,501.6,3
female,1957,1,1,611.0,,3
female,1932,2,2,,,3
male,1950,1,1,611.0,,3
female,1957,1,1,611.0,,3
female,1987,1,2,252.0,244.2,3
female,1984,1,2,313.0,277.7,1
male,1982,1,2,320.0,419.2,3
male,1964,1,2,753.0,248.5,3
female,1985,1,2,611.0,,3
female,1935,2,2,611.0,,3
female,2005,0,2,,,3
male,2007,0,2,,,3
male,1937,1,2,611.0,,3
female,1937,1,2,611.0,,3
male,1938,1,1,611.0,,3
female,1946,1,1,611.0,,3
female,1931,2,2,,,3
female,1957,2,2,941.0,103.7,3
female,1948,2,1,611.0,,3
male,1974,1,1,248.0,40.0,3
female,1976,1,1,259.0,,3
male,1999,0,1,,,3
male,2003,0,1,,,3
male,1931,1,2,,,3
female,1937,1,2,,,3
male,1932,1,2,611.0,,3
female,1940,1,2,611.0,,3
female,1941,2,2,,,3
female,1996,5,2,,,3
male,1999,0,2,,,3
female,2002,0,2,,,3
female,1940,2,2,,,3
male,1940,1,1,,,3
female,1947,1,1,,,3
male,1944,1,1,611.0,,3
female,1949,1,1,611.0,,3
male,1934,1,2,,,3
female,1936,1,2,,,3
male,1933,1,1,,,3
female,1937,1,1,,,3
female,1927,2,2,,,3
male,1945,1,1,611.0,,3
female,1950,1,1,611.0,,3
male,1972,3,1,930.0,202.0,3
female,1952,2,2,,,3
male,1949,1,1,611.0,,3
female,1957,1,1,611.0,,3
female,1982,1,1,,,3
female,1924,2,1,,,3
male,1982,1,1,521.0,209.0,3
male,2012,0,2,,,3
male,1935,1,2,611.0,,3
female,1944,1,1,611.0,,3
male,1932,2,1,,,3
male,1966,3,1,941.0,150.0,3
female,1995,5,1,,,3
female,1999,0,1,,,3
female,1940,2,1,,,3
male,1936,1,1,611.0,,3
female,1946,1,1,611.0,,3
female,1947,2,1,,,3
male,1980,1,1,611.0,,3
female,1983,1,1,,,3
male,2010,0,1,,,3
male,2011,0,1,,,3
male,1947,1,1,611.0,,3
female,1952,1,1,611.0,,3
female,1934,1,1,,,3
male,1931,2,1,,,3
male,1961,5,1,611.0,,3
male,1960,3,2,611.0,,3
female,1927,2,2,,,3
male,1952,1,2,611.0,,3
female,1955,1,1,611.0,,3
female,1923,2,1,,,3
male,1960,1,1,873.0,80.0,3
female,1969,1,1,941.0,70.0,3
male,1997,0,1,,,3
female,1998,0,1,,,3
male,2000,0,1,,,3
female,1949,2,1,611.0,,3
female,1929,2,1,,,3
female,1942,2,1,,,3
female,1921,2,2,,,3
female,1932,2,1,,,3
female,1931,2,1,,,3
female,1940,2,1,611.0,,3
female,1940,2,1,611.0,,3
female,1939,2,1,611.0,,3
female,1938,2,1,,,3
male,1967,3,1,510.0,,7
male,1994,5,1,,,7
male,1996,5,1,,,7
male,1978,1,1,762.0,161.0,7
female,1977,1,1,247.0,254.0,7
male,2006,0,2,,,7
male,2008,0,2,,,7
female,2012,0,2,,,7
female,1983,3,1,422.0,173.0,7
female,1981,1,1,422.0,192.0,7
male,1977,1,1,286.0,,7
male,2007,0,1,,,7
female,2009,0,1,,,7
female,1941,2,1,611.0,,7
female,1975,3,1,313.0,215.1,7
female,2007,0,1,,,7
male,2010,0,2,,,7
male,1976,1,2,252.0,441.7,7
female,1977,1,2,252.0,663.5,7
male,2007,0,2,,,7
male,2009,0,2,,,7
male,1976,1,2,761.0,209.6,7
female,1978,1,2,,,7
female,2009,0,2,,,7
female,2013,0,2,,,7
male,1958,1,1,120.0,588.0,7
female,1958,1,1,952.0,110.0,7
male,1984,5,1,432.0,250.0,7
male,1991,5,1,,,7
female,1932,2,1,,,7
female,1999,0,2,,,7
male,1954,5,2,,,7
male,1940,1,2,,,7
female,1944,1,2,991.0,,7
male,1973,1,2,873.0,140.0,7
female,1969,2,1,259.0,180.0,7
male,1996,5,2,,,7
female,1999,0,2,,,7
female,1980,1,1,710.0,140.0,7
male,2009,0,2,,,7
male,1972,1,1,312.0,243.0,7
female,1972,1,1,421.0,150.0,7
male,1998,0,1,,,7
female,2002,0,1,,,7
female,2005,0,1,,,7
male,1959,4,2,612.0,,7
male,1943,1,1,,,7
female,1941,1,1,,,7
female,1940,2,1,991.0,,7
male,1940,1,1,,,7
female,1945,1,1,,,7
male,1972,5,1,999.0,,7
female,2000,0,1,,,7
male,1957,1,1,873.0,250.0,7
female,1963,1,1,941.0,917.0,7
male,1986,5,1,222.0,244.0,1
male,1989,5,1,921.0,208.0,7
male,1997,0,1,,,7
male,1962,1,1,311.0,537.5,7
female,1967,1,1,243.0,104.0,7
female,1997,0,1,,,7
female,1998,0,1,,,7
male,2006,0,1,,,7
male,1962,1,2,311.0,550.1,7
female,1964,1,2,,,7
male,1991,5,2,,,7
female,1993,5,2,259.0,40.0,7
female,1956,3,2,521.0,,7
male,1983,5,2,,,7
male,1968,1,2,761.0,,7
female,1974,1,2,,,7
male,2009,0,2,,,7
female,2012,0,2,,,7
male,1976,3,2,311.0,333.0,7
female,1942,1,2,,,7
female,1983,5,2,320.0,241.0,7
male,1945,1,2,,,7
male,2011,0,2,,,7
male,1959,1,2,311.0,470.0,7
female,1960,1,2,,,7
male,1987,5,2,252.0,240.0,7
male,1989,5,2,,,7
female,1956,3,1,,,7
female,1942,4,1,421.0,25.0,7
female,1935,2,1,,,7
female,1946,2,1,441.0,,7
male,1939,1,2,,,7
female,1947,1,2,,,7
male,1973,3,2,873.0,197.0,7
female,2008,0,2,,,7
female,2010,0,2,,,7
male,1970,1,1,432.0,341.5,7
female,1971,1,1,432.0,71.5,7
male,2003,0,1,,,7
male,2005,0,1,,,7
male,1947,1,1,,,7
female,1950,1,1,951.0,45.0,7
male,1973,1,1,231.0,,7
female,1973,1,1,941.0,164.5,7
female,2001,0,1,,,7
male,2006,0,1,,,7
male,1969,1,2,312.0,481.3,7
female,1975,1,2,247.0,171.0,7
female,2005,0,2,,,7
male,2007,0,2,,,7
male,1977,1,2,312.0,361.3,7
female,1977,1,2,247.0,116.2,7
male,2006,0,2,,,7
female,2006,0,2,,,7
female,1926,2,1,,,7
male,1941,1,1,873.0,,7
female,1949,1,1,,,7
male,1971,5,1,999.0,74.0,7
male,1946,1,2,611.0,,7
female,1946,1,2,611.0,,7
female,1942,2,2,,,7
male,1970,5,2,611.0,,7
male,1959,1,1,611.0,,7
female,1962,1,1,710.0,70.0,7
male,1969,1,1,133.0,250.0,7
female,1969,1,1,254.0,225.0,7
male,1995,5,1,,,7
female,1997,0,1,,,7
male,1952,1,1,611.0,,7
female,1958,1,1,611.0,,7
male,1981,5,1,312.0,239.3,7
female,1930,2,1,,,7
male,1932,1,1,,,7
female,1935,1,1,,,7
male,1930,1,1,,,7
female,1933,1,1,,,7
male,1960,1,1,611.0,,7
female,1961,1,1,611.0,,7
male,1988,5,1,231.0,249.6,7
male,1984,5,1,231.0,260.4,7
male,1955,1,2,611.0,,7
female,1958,1,2,611.0,,7
male,1980,5,2,611.0,,7
male,1982,5,2,,,7
male,1941,1,2,611.0,,7
female,1944,1,1,611.0,,7
male,1972,1,2,611.0,,7
female,1975,1,2,521.0,,7
male,2004,0,2,,,7
male,2005,0,2,,,7
female,2009,0,2,,,7
female,2012,0,2,,,7
male,1962,1,1,510.0,,7
female,1966,1,1,313.0,,7
female,1996,5,1,953.0,,7
female,1932,2,2,,,7
male,1955,1,2,611.0,,7
female,1954,1,2,611.0,,7
male,1947,3,1,991.0,,7
female,1944,2,1,611.0,,7
female,1927,2,2,,,7
male,1932,2,1,,,7
male,1973,1,1,611.0,,7
female,1972,1,1,432.0,200.0,7
male,2004,0,1,,,7
female,2006,0,1,,,7
female,1934,2,2,,,7
male,1968,1,1,429.0,100.0,7
female,1975,1,1,611.0,,7
female,2006,0,1,,,7
male,1969,5,2,521.0,220.3,7
female,1974,1,2,,,7
male,1978,1,2,910.0,183.5,7
female,2011,0,2,,,7
female,1924,2,2,,,7
male,1932,2,1,,,7
female,1941,2,1,,,7
male,1970,5,1,792.0,,7
male,1939,1,1,,,7
female,1936,1,1,,,7
female,1932,2,2,,,7
female,1937,2,1,611.0,,7
female,1925,2,2,,,7
female,1951,2,2,611.0,,7
male,1977,1,2,611.0,,7
male,1934,2,2,611.0,,7
male,1946,1,1,611.0,,3
female,1950,1,1,611.0,,3
male,1933,1,1,611.0,,3
female,1937,1,1,611.0,,3
male,1965,1,2,751.0,267.8,3
female,1969,1,2,930.0,121.3,3
female,1996,5,2,,,3
male,1998,0,2,,,3
male,1960,1,2,741.0,584.0,3
female,1966,1,2,,,3
male,1987,5,2,221.0,100.0,3
female,1991,5,2,247.0,140.0,3
male,1943,3,2,941.0,25.0,3
male,1982,5,2,751.0,,3
male,1970,3,2,832.0,253.0,3
male,1932,1,1,,,3
female,1935,1,1,,,3
male,1952,1,1,942.0,135.0,4
female,1951,1,1,314.0,,4
male,1980,1,1,247.0,250.0,2
female,1979,1,1,252.0,,2
male,2010,0,1,,,2
female,2012,0,1,,,2
female,1965,1,1,,,4
male,1959,1,1,,,4
female,2003,0,1,,,4
male,1966,5,2,151.0,,4
male,1967,1,2,141.0,280.0,4
female,1977,1,2,313.0,140.0,4
male,2002,0,2,,,4
male,2005,0,2,,,4
female,1955,2,1,930.0,150.0,4
female,1934,2,2,,,4
female,1939,2,2,611.0,,4
male,1967,1,2,530.0,,4
female,1976,1,2,530.0,,4
female,1997,0,2,,,4
male,1998,0,2,,,4
male,1960,1,2,743.0,191.3,6
female,1963,1,2,930.0,150.0,6
male,1989,5,2,,,6
female,1992,5,2,,,6
male,1943,1,1,,,1
female,1948,1,1,,,1
male,1979,1,1,273.0,466.6,1
female,1979,1,1,320.0,416.6,1
female,1959,1,1,,,2
female,1989,5,1,,,2
male,1958,1,1,141.0,1226.7,2
male,1961,1,1,223.0,799.7,1
female,1964,1,1,254.0,130.0,1
male,1991,5,1,,,1
female,1993,5,1,,,1
male,1947,1,1,942.0,142.5,1
female,1947,1,1,941.0,116.6,1
male,1976,5,1,910.0,252.0,1
female,1979,1,2,286.0,181.0,4
male,1979,1,2,286.0,340.0,4
female,2008,0,2,,,4
male,2014,0,2,,,4
male,1969,1,2,222.0,400.0,1
female,1970,1,2,313.0,405.5,1
male,1997,0,2,,,1
female,1999,0,2,,,1
female,1972,3,1,254.0,250.0,2
male,1954,2,1,873.0,165.0,2
female,1960,6,2,,,2
male,1981,5,2,875.0,,2
male,1983,1,2,274.0,212.5,2
female,1982,1,2,313.0,180.0,2
female,2007,0,2,,,2
male,2008,0,2,,,2
female,1952,4,2,951.0,40.0,2
male,1949,1,2,,,2
female,1950,1,2,,,2
female,1979,1,2,313.0,170.0,2
male,1977,1,2,312.0,333.0,2
female,2009,0,2,,,2
male,1958,1,1,873.0,351.0,2
female,1953,1,1,421.0,16.0,2
female,1981,5,2,281.0,120.0,2
male,1983,1,2,761.0,316.0,2
female,1983,1,2,,,2
female,2013,0,2,,,2
female,1938,2,2,,,1
male,1942,1,2,611.0,,2
female,1947,1,2,611.0,,2
male,1939,1,1,611.0,,2
female,1938,1,1,611.0,,2
male,1935,1,2,611.0,,2
female,1946,1,2,611.0,,2
male,1932,1,1,611.0,,2
female,1932,1,1,611.0,,2
female,1947,3,1,,,2
male,1948,1,2,611.0,,2
female,1951,1,2,611.0,,2
female,1981,5,2,259.0,150.0,2
female,1939,2,2,941.0,20.0,2
male,1947,1,2,611.0,,2
female,1952,1,2,442.0,,2
female,1924,2,2,,,2
male,1936,6,1,611.0,,2
female,1939,2,1,611.0,,2
male,1939,1,2,611.0,,2
female,1944,1,2,611.0,,2
male,1968,5,2,,,2
female,1921,2,1,,,2
female,1950,2,1,421.0,53.0,2
female,1998,0,1,,,2
female,2001,0,1,,,2
female,1936,2,1,,,2
female,1946,2,2,941.0,20.0,2
male,1973,5,2,,,2
male,1981,5,2,821.0,135.0,2
male,1944,1,1,248.0,,7
female,1948,1,1,,,7
female,1954,2,2,611.0,,2
male,1980,5,2,313.0,625.0,2
male,1962,1,1,611.0,,2
female,1967,1,1,611.0,,2
female,1990,5,1,,,2
female,1991,5,1,399.0,60.0,2
male,1994,5,1,,,2
male,1935,2,1,611.0,,2
female,1968,5,1,510.0,191.6,6
male,1929,1,1,,,1
female,1937,1,1,,,1
male,1944,1,1,,,1
female,1945,1,1,,,1
male,1972,1,2,521.0,,1
female,1976,1,1,422.0,,1
male,1964,1,1,821.0,383.4,1
female,1962,1,1,930.0,188.3,1
female,1997,0,1,,,1
female,1940,2,1,,,1
male,1986,1,2,510.0,196.0,1
female,1988,1,2,521.0,175.0,1
male,2013,0,2,,,1
male,1934,2,1,,,1
female,1936,2,1,,,1
male,1985,5,1,432.0,273.3,1
male,1944,2,1,,,1
male,1950,1,2,910.0,,1
female,1954,1,2,,,1
male,1970,5,2,780.0,583.3,1
male,1972,1,1,774.0,375.0,1
female,1974,1,1,,,1
female,2007,0,1,,,1
male,2008,0,1,,,1
female,2012,0,1,,,1
male,1968,1,2,441.0,246.67,1
female,1968,1,1,863.0,121.25,1
female,2009,0,1,,,1
male,1974,1,2,254.0,450.0,1
female,1979,1,2,521.0,224.7,1
male,2010,0,2,,,1
female,1935,2,1,,,1
female,1930,2,1,,,1
female,1971,3,1,251.0,,5
female,1995,5,2,,,5
male,1962,1,1,910.0,,5
female,1928,2,2,,,5
female,1968,1,2,611.0,,5
male,1978,1,2,875.0,,5
female,1971,1,1,951.0,54.0,5
female,2006,0,1,,,5
male,1960,1,1,611.0,,5
female,1962,1,1,611.0,,5
male,1995,5,1,922.0,,5
male,1941,1,2,,,5
female,1944,1,1,951.0,,5
female,1931,2,2,,,5
male,1935,1,2,,,5
female,1940,1,1,,,5
female,1933,2,1,,,5
male,1940,1,2,,,5
female,1953,1,1,,,5
male,1979,5,1,930.0,360.0,5
male,1939,1,1,,,5
female,1950,1,1,952.0,100.0,5
female,1942,1,2,,,5
male,1969,1,1,873.0,264.5,5
female,1980,1,1,313.0,183.5,5
female,2004,0,1,,,5
male,2006,0,1,,,5
male,1982,1,2,141.0,387.0,5
female,1983,1,2,,,5
male,2012,0,2,,,5
male,2012,0,2,,,5
male,1975,5,2,873.0,,5
female,1944,2,2,,,5
male,1971,3,1,442.0,,5
female,1997,0,1,,,5
male,1998,0,1,,,5
male,1941,1,1,921.0,51.0,5
female,1946,1,1,,,5
male,1964,4,2,,,5
male,1996,5,2,,,5
male,1997,0,2,,,5
female,1968,3,1,,,5
female,1991,5,2,521.0,,5
male,1935,1,1,,,5
female,1943,1,1,,,5
female,1938,2,1,,,5
female,1937,2,2,,,5
male,1972,1,1,730.0,,5
female,1972,1,1,999.0,20.0,5
female,2004,0,1,,,5
male,1968,1,1,852.0,233.0,5
female,1968,1,1,259.0,70.0,5
male,1996,5,1,235.0,,5
male,1999,0,1,,,5
female,1934,2,1,611.0,,5
male,1943,2,2,611.0,,5
male,1949,1,1,,,1
female,1957,1,1,,,1
male,1974,3,1,910.0,,7
male,2003,0,1,,,7
male,2004,0,1,,,7
female,1939,2,1,,,7
male,1979,1,1,311.0,281.6,7
female,1979,1,1,254.0,140.0,7
male,2010,0,1,,,7
female,2011,0,1,,,7
male,2013,0,1,,,7
male,1977,5,2,864.0,240.0,7
male,1975,5,2,875.0,,7
male,1939,1,2,,,7
female,1942,1,2,,,7
female,1940,2,1,,,7
male,1979,1,1,330.0,289.2,7
female,1980,1,1,330.0,273.3,7
female,2010,0,1,,,7
female,2012,0,1,,,7
male,1973,1,2,510.0,995.0,7
female,1974,1,2,799.0,185.8,7
female,2001,0,2,,,7
male,1938,1,2,611.0,,7
female,1939,1,2,611.0,,7
male,1936,1,1,611.0,,7
female,1936,1,1,611.0,,7
male,1947,1,1,611.0,,7
female,1953,1,1,951.0,80.0,7
male,1939,1,2,611.0,,7
female,1942,1,1,611.0,,7
male,1957,1,1,,,7
female,1959,1,1,441.0,136.6,7
female,1983,1,1,311.0,223.5,7
male,1969,1,1,311.0,245.8,7
female,1928,2,1,941.0,10.0,1
female,1965,3,1,,,1
male,1943,3,1,,,5
female,1938,2,1,611.0,,5
male,1937,2,2,611.0,,5
female,1931,2,2,,,5
female,1939,2,2,,,5
male,1965,5,2,,,5
female,1949,2,1,611.0,,5
female,1949,2,2,611.0,,5
male,1957,1,2,930.0,156.0,5
female,1961,1,2,311.0,380.0,5
female,1986,5,2,253.0,228.4,5
male,1991,5,2,441.0,230.4,5
male,1952,1,2,942.0,145.4,5
female,1957,1,2,952.0,120.0,5
male,1941,1,1,941.0,,5
female,1939,1,1,,,5
female,1951,2,1,,,5
male,1980,1,2,330.0,435.0,5
female,1980,1,2,,,5
female,2008,0,2,,,5
female,2011,0,2,,,5
male,1935,1,2,,,5
female,1939,1,2,,,5
male,1946,1,2,,,5
female,1950,1,2,,,5
female,1952,3,1,952.0,81.16,5
male,1968,1,2,149.0,425.0,5
female,1971,1,2,953.0,113.4,5
female,1999,0,2,,,5
female,2002,0,2,,,5
male,1935,2,2,,,5
female,1978,3,2,,,5
female,1997,0,2,,,5
male,2003,0,2,,,5
female,1931,2,1,,,5
female,1940,2,1,,,5
male,1982,1,2,312.0,400.41,5
female,1981,1,2,313.0,170.0,5
female,2014,0,2,,,5
male,1985,5,2,239.0,349.0,5
male,1942,1,1,999.0,35.0,5
female,1945,1,1,,,5
female,1947,2,1,,,7
male,1948,1,1,,,7
female,1952,1,1,,,7
male,1979,5,1,313.0,379.2,7
female,1981,5,1,441.0,192.3,7
male,1939,6,1,,,7
female,1953,2,1,941.0,,7
male,1941,1,2,,,7
female,1945,1,2,,,7
female,1940,2,1,,,7
male,1964,1,2,252.0,570.0,7
female,1965,1,2,,,7
female,1994,5,2,,,7
female,1997,0,2,,,7
male,1971,1,2,930.0,268.3,7
female,1971,1,1,,,7
female,2009,0,1,,,7
female,1947,2,2,521.0,,7
male,1938,1,2,,,7
female,1942,1,1,941.0,,7
male,1942,2,2,,,7
female,1947,2,1,,,7
male,1955,1,2,611.0,,7
female,1957,1,2,611.0,,7
female,1937,2,2,,,7
female,1943,2,1,,,7
female,1945,2,1,,,7
female,1918,2,1,,,7
male,1930,1,1,,,7
female,1936,1,1,,,7
female,1937,2,1,,,5
male,1946,1,1,,,5
female,1945,1,1,521.0,,5
male,1975,5,1,521.0,,5
female,1961,1,1,952.0,92.0,1
male,1947,1,1,,,1
female,1981,5,1,399.0,157.0,1
male,1984,5,1,953.0,149.1,1
male,1987,5,1,953.0,168.4,1
male,1960,1,2,111.0,1250.0,1
female,1960,1,2,,,1
male,1988,5,1,,,1
female,1994,5,2,,,1
male,1940,1,1,242.0,,1
female,1947,1,1,,,1
male,1974,1,1,248.0,80.0,1
female,1972,1,1,,,1
female,2004,0,1,,,1
male,2006,0,1,,,1
male,1938,1,1,,,2
female,1940,1,1,,,2
male,1953,1,1,223.0,418.3,1
female,1957,1,1,521.0,92.0,1
male,1984,1,1,235.0,580.0,2
female,1984,1,1,,,2
male,1967,5,1,510.0,300.0,1
female,1965,2,2,,,1
male,1980,5,1,399.0,273.3,1
male,1940,2,2,999.0,20.0,1
male,1974,5,2,,,1
male,1937,1,2,,,1
female,1939,1,2,,,1
male,1956,1,1,252.0,505.0,1
female,1957,1,1,,,1
male,1932,1,2,,,1
female,1933,1,2,,,1
male,1955,1,2,873.0,,2
female,1958,1,2,613.0,,2
male,1945,1,1,910.0,76.16,1
female,1948,1,1,510.0,40.0,1
male,1973,5,1,910.0,300.0,1
male,1949,1,2,,,1
female,1952,1,2,951.0,,1
male,1976,1,2,312.0,324.6,1
female,1978,1,2,281.0,266.3,1
female,1936,2,2,611.0,,5
male,1938,2,2,,,5
male,1946,2,1,,,5
female,1939,2,1,611.0,,5
male,1937,2,1,,,5
male,1933,1,1,611.0,,5
female,1936,1,1,611.0,,5
female,1955,2,1,,,5
female,1937,2,2,,,5
male,1957,1,2,611.0,,5
female,1961,1,2,611.0,,5
female,1984,5,2,521.0,,5
male,1987,5,2,611.0,,5
male,1986,5,2,,,5
female,1965,2,2,,,5
female,1994,5,2,999.0,110.0,5
female,1946,2,1,,,5
male,1947,1,1,611.0,,5
female,1946,1,1,611.0,,5
male,1991,5,2,930.0,210.0,5
female,1941,3,1,,,5
female,1974,5,2,246.0,275.0,5
male,1957,1,2,611.0,,5
female,1956,1,2,611.0,,5
male,1939,1,2,611.0,,5
female,1948,1,2,611.0,,5
male,1958,3,2,,,5
male,1941,1,1,611.0,,5
female,1943,1,1,611.0,,5
male,1946,1,2,611.0,,5
female,1955,1,2,611.0,,5
male,1980,5,2,239.0,525.0,5
female,1946,2,1,,,5
female,1932,2,2,,,5
female,1946,3,1,,,5
female,1981,5,2,951.0,107.1,5
male,1981,5,2,999.0,179.5,5
female,1947,2,2,,,5
female,1980,5,2,421.0,160.0,5
male,1964,1,1,910.0,,5
female,1961,1,1,930.0,,5
female,1941,4,2,,,7
female,1949,2,1,,,7
female,1956,3,1,,,7
female,1937,2,2,,,7
male,1956,2,2,,,7
male,1940,1,2,,,7
female,1945,1,2,,,7
male,1945,1,2,,,7
female,1947,1,2,,,7
male,1956,1,2,921.0,250.0,7
female,1962,1,2,,,7
male,1976,1,1,313.0,458.3,7
female,1977,1,1,252.0,438.9,7
male,2012,0,1,,,7
male,1949,1,1,,,7
female,1951,1,1,,,7
male,1945,1,1,611.0,,6
female,1950,1,1,611.0,,6
female,1943,2,1,611.0,,6
female,1941,2,1,611.0,,6
male,1939,1,2,611.0,,6
female,1943,1,2,611.0,,6
female,1937,5,1,,,3
female,1941,2,1,,,3
male,1944,1,1,,,3
female,1952,1,1,,,3
male,1942,1,2,,,3
female,1945,1,1,930.0,138.8,3
male,1942,1,1,,,3
female,1947,1,1,,,3
male,1974,1,2,873.0,314.1,3
female,1972,1,1,247.0,138.8,3
male,2000,0,2,,,3
female,2002,0,2,,,3
male,1966,5,2,,,1
female,1945,2,1,,,1
male,1977,5,1,851.0,300.0,3
female,1947,2,1,,,3
male,1951,1,2,930.0,200.0,3
female,1955,1,1,,,3
male,1982,5,2,510.0,240.0,3
male,1954,1,1,,,3
female,1958,1,1,,,3
male,1982,5,1,231.0,100.0,3
female,1991,5,1,521.0,130.0,3
female,1945,2,1,941.0,60.0,1
female,1970,5,1,,,1
male,1967,1,1,312.0,290.3,1
female,1975,1,1,313.0,180.0,1
female,1997,0,1,,,1
female,1999,0,1,,,1
male,1945,1,2,132.0,251.0,1
female,1946,1,1,,,1
male,1958,1,2,875.0,307.1,1
female,1961,1,2,521.0,,1
male,1959,1,1,320.0,338.1,1
female,1967,1,1,,,1
male,1987,5,1,,,1
male,1988,5,1,399.0,200.0,1
female,1951,2,2,,,1
male,1954,1,1,811.0,,1
female,1958,1,1,811.0,,1
female,1982,5,1,530.0,244.0,1
male,1952,1,1,,,4
female,1955,1,1,421.0,17.0,4
male,1942,1,1,521.0,,4
female,1942,1,1,521.0,,4
female,1948,3,2,,,3
female,1944,3,1,,,3
male,1946,1,1,930.0,158.0,3
female,1946,1,1,,,3
male,1945,1,2,,,3
female,1951,1,2,930.0,100.8,3
male,1952,5,2,,,3
female,1951,3,1,,,1
female,1938,2,1,,,4
male,1949,2,2,,,4
male,1994,5,2,,,4
female,1933,2,2,,,3
female,1971,3,2,,,4
male,1994,5,2,,,4
female,1950,3,2,421.0,50.0,4
male,1936,1,1,,,3
female,1939,1,1,,,3
female,1942,2,1,,,3
male,1929,1,1,,,3
female,1933,1,1,,,3
male,1947,1,1,,,3
female,1950,1,1,421.0,75.0,3
female,1943,2,1,991.0,,3
male,1931,1,2,,,3
female,1933,1,2,,,3
